时间,昵称,内容,类型
9/3/2026 22:54,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,明天不会又来一个中间人叫“法制+道德”吧？,文本
9/3/2026 22:54,NH2S,安静,文本
9/3/2026 22:54,NH2S,🤫,文本
9/3/2026 22:54,NH2S,慢下来,文本
9/3/2026 22:54,NH2S,不要急,文本
9/3/2026 22:54,群消息,"-1
""<a href=""weixin://link_profile?username=wxid_o476shd9vlen12"">Broccoli.</a>""邀请""<a href=""weixin://link_profile?username=wxid_mvw0w252ps3e21"">shinolr</a>""加入了群聊",未知类型
9/3/2026 22:54,Wwxxlvu,你要实在不行找个班上呢？也比在这里诈骗好吧 ,文本
9/3/2026 22:54,NH2S,多拉人,文本
9/3/2026 22:55,Emma,【表情包】 ,表情包
9/3/2026 22:55,🌙,所以你需要中间人，滑雪教练Jessica都出现了是吧,文本
9/3/2026 22:55,NH2S,我也想围观一下,文本
9/3/2026 22:55,Wwxxlvu,【表情包】 好糟糕,表情包
9/3/2026 22:55,🌙,为啥你就不信呢是吧,文本
9/3/2026 22:55,沧浪渔父,道法自然 戴手套拍宪法,文本
9/3/2026 22:55,NH2S,等 12 点,文本
9/3/2026 22:55,NH2S,我不知道他会不会真的帮我还,文本
9/3/2026 22:55,🌙,所以12点过了，通过Jessica,文本
9/3/2026 22:55,NH2S,反正我觉得很有意思,文本
9/3/2026 22:55,🌙,你还嘛,文本
9/3/2026 22:55,NH2S,所以愿意见他,文本
9/3/2026 22:55,NH2S,"过了12点 可能我就不需要还了
引用：🌙: 所以12点过了，通过Jessica",引用消息
9/3/2026 22:55,chaesoo,你在我这里拿到1000刀大结果了,文本
9/3/2026 22:55,NH2S,有人帮我还,文本
9/3/2026 22:56,chaesoo,怎么不愿意见我呢？,文本
9/3/2026 22:56,Mycena,决定还钱了 然后找个台阶 然后大家现在还都不给她这个台阶,文本
9/3/2026 22:56,NH2S,你年纪小 不知道什么是大结果,文本
9/3/2026 22:56,NH2S,"真的不是我还的
引用：Mycena: 决定还钱了 然后找个台阶 然后大家现在还都不给她这个台阶",引用消息
9/3/2026 22:56,NH2S,我真是服了,文本
9/3/2026 22:56,chaesoo,为了1000刀能不要脸面,文本
9/3/2026 22:56,Yutong,【表情包】 ,表情包
9/3/2026 22:56,Mycena,【表情包】 ,表情包
9/3/2026 22:56,delorenzo,大结果[捂脸],文本
9/3/2026 22:56,NH2S,这哥@原则+文明 说要替我还,文本
9/3/2026 22:56,chaesoo,到底是谁更不知道呢,文本
9/3/2026 22:56,🌙,"？？？什么大结果
引用：NH2S: 你年纪小 不知道什么是大结果",引用消息
9/3/2026 22:56,NH2S,我不知道他到底会不会,文本
9/3/2026 22:57,NH2S,我觉得特别有意思,文本
9/3/2026 22:57,Yutong,【表情包】 ,表情包
9/3/2026 22:57,delorenzo,最近搞泡学的男的和捞学的捞女能制造多少新词,文本
9/3/2026 22:57,NH2S,你问@chaesoo ,文本
9/3/2026 22:57,NH2S,她说的,文本
9/3/2026 22:57,Wwxxlvu,是不是宛平南路600号出来的,文本
9/3/2026 22:57,Denshen,老拿年纪说是 你是千年老妖啊,文本
9/3/2026 22:57,沧浪渔父,"要不你开个无奖竞猜 看看那个互博会不会转钱 我猜不会
引用：Mycena: 决定还钱了 然后找个台阶 然后大家现在还都不给她这个台阶",引用消息
9/3/2026 22:57,NH2S,是啊 我本来就是大妈,文本
9/3/2026 22:57,,"""Mycena"" 撤回了一条消息",系统消息
9/3/2026 22:57,NH2S,"来啊
引用：沧浪渔父: 要不你开个无奖竞猜 看看那个互博会不会转钱 我猜不会",引用消息
9/3/2026 22:57,NH2S,我很期待,文本
9/3/2026 22:57,ヽ(￣д￣;)ノ=3=3,"哈哈哈哈哈！
引用：Wwxxlvu: 是不是宛平南路600号出来的",引用消息
9/3/2026 22:57,NH2S,我超爱的,文本
9/3/2026 22:57,NH2S,我真的在等,文本
9/3/2026 22:58,NH2S,好有意思啊,文本
9/3/2026 22:58,Mycena,"你的口癖都暴露了
引用：NH2S: 这真不是我小号",引用消息
9/3/2026 22:58,Yutong,【表情包】 ,表情包
9/3/2026 22:58,D&r🐹,"？
引用：渥太华皮卡搬家: 长得好看的话，我有个叫小帅的朋友可以出800",引用消息
9/3/2026 22:58,NH2S,倒计时一小时？,文本
9/3/2026 22:58,.,你可以拍致命id续集了，多重人格,文本
9/3/2026 22:58,.,【图片】,图片
9/3/2026 22:58,Emma,哈哈哈,文本
9/3/2026 22:58,delorenzo,要不要玩玩文字游戏等十二点,文本
9/3/2026 22:58,NH2S,有人会愿意见一面就为我花1000刀？,文本
9/3/2026 22:58,D&r🐹,在说什么啊@渥太华皮卡搬家 ,文本
9/3/2026 22:59,Yutong,哎？真有的话是不是要关精神病医院？,文本
9/3/2026 22:59,Mycena,逃出禁闭岛了家人们,文本
9/3/2026 22:59,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,"哦，那得看见面干啥了
引用：NH2S: 有人会愿意见一面就为我花1000刀？",引用消息
9/3/2026 22:59,🌙,"那得看你要付出啥了[Doge]
引用：NH2S: 有人会愿意见一面就为我花1000刀？",引用消息
9/3/2026 22:59,群消息,"-1
""<a href=""weixin://link_profile?username=x121007039"">渥太华皮卡搬家</a>""邀请""<a href=""weixin://link_profile?username=wxid_prli1hcvx8o722"">辰泽</a>""加入了群聊",未知类型
9/3/2026 22:59,NH2S,就下棋 真的,文本
9/3/2026 22:59,NH2S,超好玩的,文本
9/3/2026 23:00,chaesoo,【图片】,图片
9/3/2026 23:00,NH2S,我都被哥惊呆了,文本
9/3/2026 23:00,NH2S,真的不是我啊 你们就是不信,文本
9/3/2026 23:00,Denshen,"就是啊
引用：chaesoo: 【图片】",引用消息
9/3/2026 23:00,NH2S,我好开心的,文本
9/3/2026 23:00,Denshen,"万一撤回了咋办
引用：chaesoo: 【图片】",引用消息
9/3/2026 23:00,delorenzo,"-1
{'msg': {'appmsg': {'@appid': '', '@sdkver': '0', 'title': '#Group Note\n等十二点怕大家无聊玩玩成语接龙\n\n1. delorenzo 强词夺理', 'type': '53', 'appattach': {'cdnthumbaeskey': None, 'aeskey': None}, 'extinfo': {'solitaire_info': '<solitaire><tt>0-27</tt><s>.</s><au>wxid_pfob2xqzlezj32</au><hrt>1</hrt><loss>1</loss><sid>1788490851157_1397</sid><content><s>1</s><i><u>wxid_pfob2xqzlezj32</u><h>0</h><s>.</s><t>1788490751</t><r>32-14</r></i></content></solitaire>'}}, 'fromusername': 'wxid_pfob2xqzlezj32', 'scene': '0', 'appinfo': {'version': '1', 'appname': None}, 'commenturl': None}}",未知类型
9/3/2026 23:01,NH2S,"-1
{'msg': {'appmsg': {'@appid': '', '@sdkver': '0', 'title': '#Group Note\n等十二点怕大家无聊玩玩成语接龙\n\n1. delorenzo 强词夺理\n2. NH2S 疯狂心动', 'type': '53', 'appattach': {'cdnthumbaeskey': None, 'aeskey': None}, 'extinfo': {'solitaire_info': '<solitaire><tt>0-27</tt><s>.</s><au>wxid_pfob2xqzlezj32</au><hrt>1</hrt><loss>0</loss><content><s>2</s><i><u>wxid_pfob2xqzlezj32</u><h>0</h><s>.</s><t>1788490751</t><r>32-14</r></i><i><u>wxid_1e4ndd29l6io22</u><h>0</h><s>.</s><t>1788490863</t><r>50-9</r></i></content></solitaire>'}}, 'fromusername': 'wxid_1e4ndd29l6io22', 'scene': '0', 'appinfo': {'version': '1', 'appname': None}, 'commenturl': None}}",未知类型
9/3/2026 23:01,Lucy,由中间人转给你 然后再挂你 说误转 你不退钱,文本
9/3/2026 23:01,chaesoo,笑的好难受,文本
9/3/2026 23:01,Tian,成语接龙都不会玩嘛,文本
9/3/2026 23:01,Emma,这1000刀和那1000刀啥关系,文本
9/3/2026 23:01,chaesoo,对呀,文本
9/3/2026 23:01,delorenzo,第一个字得是前一个成语最后一个字[旺柴],文本
9/3/2026 23:01,哈货,我笑疯了,文本
9/3/2026 23:01,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,疯狂心动 笑死我了,文本
9/3/2026 23:01,Mycena,笑的好难受,文本
9/3/2026 23:01,Tian,好绝望,文本
9/3/2026 23:01,NH2S,"然后开@chaesoo 的盒
引用：Lucy: 由中间人转给你 然后再挂你 说误转 你不退钱",引用消息
9/3/2026 23:01,沧浪渔父,"明白人
引用：Lucy: 由中间人转给你 然后再挂你 说误转 你不退钱",引用消息
9/3/2026 23:01,原则+文明,"-1
{'msg': {'appmsg': {'@appid': '', '@sdkver': '0', 'title': '#Group Note\n等十二点怕大家无聊玩玩成语接龙\n\n1. delorenzo 强词夺理\n2. NH2S 疯狂心动\n3. 精疲力尽', 'type': '53', 'appattach': {'cdnthumbaeskey': None, 'aeskey': None}, 'extinfo': {'solitaire_info': '<solitaire><tt>0-27</tt><s>.</s><au>wxid_pfob2xqzlezj32</au><hrt>1</hrt><loss>0</loss><sid>1788490851157_1397</sid><content><s>3</s><i><u>wxid_pfob2xqzlezj32</u><h>0</h><s>.</s><t>1788490751</t><r>32-14</r></i><i><u>wxid_1e4ndd29l6io22</u><h>0</h><s>.</s><t>1788490863</t><r>50-9</r></i><i><u>wxid_yv2esq7c115q12</u><h>0</h><s>.</s><t>1788490906</t><r>63-4</r></i></content></solitaire>'}}, 'fromusername': 'wxid_yv2esq7c115q12', 'scene': '0', 'appinfo': {'version': '1', 'appname': None}, 'commenturl': None}}",未知类型
9/3/2026 23:01,chaesoo,"犯罪预告吗 有点意思
引用：NH2S: 然后开@chaesoo 的盒",引用消息
9/3/2026 23:02,chaesoo,不过我不会像你一样谁的1000刀都收,文本
9/3/2026 23:02,delorenzo,….,文本
9/3/2026 23:02,🌙,没事，大家这几天得到了个好处,文本
9/3/2026 23:02,NH2S,"-1
{'msg': {'appmsg': {'@appid': '', '@sdkver': '0', 'title': '#Group Note\n等十二点怕大家无聊玩玩成语接龙\n\n1. delorenzo 强词夺理\n2. NH2S 理直气壮\n3. 精疲力尽', 'type': '53', 'appattach': {'cdnthumbaeskey': None, 'aeskey': None}, 'extinfo': {'solitaire_info': '<solitaire><tt>0-27</tt><s>.</s><au>wxid_pfob2xqzlezj32</au><hrt>1</hrt><loss>0</loss><content><s>3</s><i><u>wxid_1e4ndd29l6io22</u><h>0</h><s>.</s><t>1788490863</t><r>50-9</r></i><i><u>wxid_yv2esq7c115q12</u><h>0</h><s>.</s><t>1788490906</t><r>63-4</r></i><i><u>wxid_pfob2xqzlezj32</u><h>0</h><s>.</s><t>1788490751</t><r>32-14</r></i></content></solitaire>'}}, 'fromusername': 'wxid_1e4ndd29l6io22', 'scene': '0', 'appinfo': {'version': '1', 'appname': None}, 'commenturl': None}}",未知类型
9/3/2026 23:02,chaesoo,【表情包】 ,表情包
9/3/2026 23:02,chaesoo,笑死我了,文本
9/3/2026 23:02,🌙,拉近了群友彼此之间的距离,文本
9/3/2026 23:02,chaesoo,哈哈哈哈哈哈哈哈,文本
9/3/2026 23:02,NH2S,"哈哈哈
引用：🌙: 没事，大家这几天得到了个好处",引用消息
9/3/2026 23:02,🌙,就是委屈了你这个受害者,文本
9/3/2026 23:02,NH2S,我也觉得,文本
9/3/2026 23:02,chaesoo,理直气壮起来,文本
9/3/2026 23:02,沧浪渔父,别等了 等着不成了宛平南路600号义工了,文本
9/3/2026 23:02,Emma,哈哈哈,文本
9/3/2026 23:03,NH2S,"接龙 壮
引用：NH2S: -1
{'msg': {'appmsg': {'@appid': '', '@sdkver': '0', 'title': '#Group Note\n等十二点怕大家无聊玩玩成语接龙\n\n1. delorenzo 强词夺理\n2. NH2S 理直气壮\n3. 精疲力尽', 'type': '53', 'appattach': {'cdnthumbaeskey': None, 'aeskey': None}, 'extinfo': {'solitaire_info': '<solitaire><tt>0-27</tt><s>.</s><au>wxid_pfob2xqzlezj32</au><hrt>1</hrt><loss>0</loss><content><s>3</s><i><u>wxid_1e4ndd29l6io22</u><h>0</h><s>.</s><t>1788490863</t><r>50-9</r></i><i><u>wxid_yv2esq7c115q12</u><h>0</h><s>.</s><t>1788490906</t><r>63-4</r></i><i><u>wxid_pfob2xqzlezj32</u><h>0</h><s>.</s><t>1788490751</t><r>32-14</r></i></content></solitaire>'}}, 'fromusername': 'wxid_1e4ndd29l6io22', 'scene': '0', 'appinfo': {'version': '1', 'appname': None}, 'commenturl': None}}",引用消息
9/3/2026 23:03,NH2S,"等等吧
引用：沧浪渔父: 别等了 等着不成了宛平南路600号义工了",引用消息
9/3/2026 23:03,NH2S,好玩呢,文本
9/3/2026 23:03,Emma,【表情包】 ,表情包
9/3/2026 23:03,Denshen,"瓜友吗冬天约着滑雪啊 来个1000刀见面会[旺柴]
引用：🌙: 拉近了群友彼此之间的距离",引用消息
9/3/2026 23:03,NH2S,拉人吧,文本
9/3/2026 23:03,NH2S,我很期待,文本
9/3/2026 23:03,chaesoo,疯狂心动不是成语,文本
9/3/2026 23:03,🌙,"我害怕
引用：Dishen 单板教练 雪板打蜡: 瓜友吗冬天约着滑雪啊 来个1000刀见面会[旺柴]",引用消息
9/3/2026 23:03,NH2S,"可以有
引用：Dishen 单板教练 雪板打蜡: 瓜友吗冬天约着滑雪啊 来个1000刀见面会[旺柴]",引用消息
9/3/2026 23:03,chaesoo,重接,文本
9/3/2026 23:03,🌙,我怕我出了1000刀,文本
9/3/2026 23:03,🌙,给我喊回加拿大,文本
9/3/2026 23:03,🌙,然后又告我,文本
9/3/2026 23:03,徐啸³⁴³⁻³⁶⁸⁹⁹³²,@D&r🐹 渥太华惊天大瓜 ,文本
9/3/2026 23:03,群消息,"-1
""<a href=""weixin://link_profile?username=q278216375"">Aurelia</a>""邀请""<a href=""weixin://link_profile?username=djq930215"">阿君</a>""加入了群聊",未知类型
9/3/2026 23:03,🌙,说我白嫖,文本
9/3/2026 23:03,delorenzo,概率题，已知这个群至少一百人，只有两个人接龙了，那么这两个人是一个人的几率为：,文本
9/3/2026 23:04,NH2S,"-1
{'msg': {'appmsg': {'@appid': '', '@sdkver': '0', 'title': '#Group Note\n等十二点怕大家无聊玩玩成语接龙\n\n1. delorenzo 强词夺理\n2. NH2S 理直气壮\n3. 精疲力尽\n4. NH2S 近在咫尺', 'type': '53', 'appattach': {'cdnthumbaeskey': None, 'aeskey': None}, 'extinfo': {'solitaire_info': '<solitaire><tt>0-27</tt><s>.</s><au>wxid_pfob2xqzlezj32</au><hrt>1</hrt><loss>0</loss><content><s>4</s><i><u>wxid_pfob2xqzlezj32</u><h>0</h><s>.</s><t>1788490751</t><r>32-14</r></i><i><u>wxid_1e4ndd29l6io22</u><h>0</h><s>.</s><t>1788491046</t><r>71-9</r></i><i><u>wxid_1e4ndd29l6io22</u><h>0</h><s>.</s><t>1788490863</t><r>50-9</r></i><i><u>wxid_yv2esq7c115q12</u><h>0</h><s>.</s><t>1788490906</t><r>63-4</r></i></content></solitaire>'}}, 'fromusername': 'wxid_1e4ndd29l6io22', 'scene': '0', 'appinfo': {'version': '1', 'appname': None}, 'commenturl': None}}",未知类型
9/3/2026 23:04,群消息,"-1
""<a href=""weixin://link_profile?username=FeatherZhao"">羽毛</a>""邀请""<a href=""weixin://link_profile?username=wxid_rgo7ffm5g9zd22"">TingTing Chau (不咋看微信)</a>""加入了群聊",未知类型
9/3/2026 23:04,Emma,左右互搏了,文本
9/3/2026 23:04,chaesoo,这是你和峰哥亡命天涯的情侣名吗？,文本
9/3/2026 23:04,🌙,"然后再说我骚扰的话… 我嘴笨，反驳不了
引用：🌙: 说我白嫖",引用消息
9/3/2026 23:04,Tian,"且都不会玩儿成语接龙的概率为
引用：Li_jiaNing_delorenzo: 概率题，已知这个群至少一百人，只有两个人接龙了，那么这两个人是一个人的几率为：",引用消息
9/3/2026 23:04,delorenzo,[社会社会][社会社会][社会社会],文本
9/3/2026 23:05,A New Hope,"绝对线下面基
引用：Dishen 单板教练 雪板打蜡: 瓜友吗冬天约着滑雪啊 来个1000刀见面会[旺柴]",引用消息
9/3/2026 23:05,Tian,我困了等不到12点了 我先骂 要点脸吧,文本
9/3/2026 23:05,Emma,【表情包】 ,表情包
9/3/2026 23:05,狄迪卫Rex,我又改了一版。。。我突然发现小红书发帖其实还挺有技术含量的。，感觉这也不行那也不行,文本
9/3/2026 23:05,狄迪卫Rex,"【分享链接】
标题：我发布了一篇笔记：渥太华年度巨献：1000加元引爆PDF宇宙
描述：【误转1000加元后，对方让我“去起诉”｜加拿大真实经历】 8月4日，我对象通过 Interac e-Transfer
链接: https://www.xiaohongshu.com/discovery/item/6a9a32c1000000000e03b400?app_platform=ios&app_version=9.45&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBJZWAgQRAZdlEZlHVUDzgUdyCy2DgjZkRSpmMTNTbWks=&author_share=1&xhsshare=WeixinSession&shareRedId=N0wzMTZJNDs2NzUyOTgwNjY0OThJPUlK&apptime=1788491065&share_id=37ad792414e54ad6b615791cda2b6b95
应用：小红书
",分享链接
9/3/2026 23:05,徐啸³⁴³⁻³⁶⁸⁹⁹³²,审核中 ,文本
9/3/2026 23:05,🌙,我是穷人家的孩子，真的,文本
9/3/2026 23:05,🌊Chloé嘉ོ嘉ོ嘉ོ🐳,"还是看不到
引用：Rex-一男一女-Barrhreaven: 【分享链接】
标题：我发布了一篇笔记：渥太华年度巨献：1000加元引爆PDF宇宙
描述：【误转1000加元后，对方让我“去起诉”｜加拿大真实经历】 8月4日，我对象通过 Interac e-Transfer
链接: https://www.xiaohongshu.com/discovery/item/6a9a32c1000000000e03b400?app_platform=ios&app_version=9.45&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBJZWAgQRAZdlEZlHVUDzgUdyCy2DgjZkRSpmMTNTbWks=&author_share=1&xhsshare=WeixinSession&shareRedId=N0wzMTZJNDs2NzUyOTgwNjY0OThJPUlK&apptime=1788491065&share_id=37ad792414e54ad6b615791cda2b6b95
应用：小红书
",引用消息
9/3/2026 23:05,🌙,受不了骗，1000刀对我挺重要的,文本
9/3/2026 23:05,Denshen,"你这也不行啊 📕一直不给你通过
引用：Rex-一男一女-Barrhreaven: 【分享链接】
标题：我发布了一篇笔记：渥太华年度巨献：1000加元引爆PDF宇宙
描述：【误转1000加元后，对方让我“去起诉”｜加拿大真实经历】 8月4日，我对象通过 Interac e-Transfer
链接: https://www.xiaohongshu.com/discovery/item/6a9a32c1000000000e03b400?app_platform=ios&app_version=9.45&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBJZWAgQRAZdlEZlHVUDzgUdyCy2DgjZkRSpmMTNTbWks=&author_share=1&xhsshare=WeixinSession&shareRedId=N0wzMTZJNDs2NzUyOTgwNjY0OThJPUlK&apptime=1788491065&share_id=37ad792414e54ad6b615791cda2b6b95
应用：小红书
",引用消息
